Datetime,District,Ward,Temperature,Consumption,Total,Ward2,Ward2_Temperature,Ward2_Consumption,Ward2_Total,Ward3,Ward3_Temperature,Ward3_Consumption,Ward3_Total,Ward4,Ward4_Temperature,Ward4_Consumption,Ward4_Total
02-10-2021,Chikmanglore,Koppa,32.86514072,201.4137732,284.7911258,sringeri,24.41,154.16,170.46,tarikere,32.01,109.33,127.66,nrpura,39.33686215,437.3925542,515.8644794
03-10-2021,Chikmanglore,Koppa,35.78139654,209.5010445,304.9994339,sringeri,23.33,107.42,111.09,tarikere,30.59,107.28,135.15,nrpura,22.9427045,386.3923309,426.9257685
04-10-2021,Chikmanglore,Koppa,31.39719831,214.4950376,593.639641,sringeri,22.86,148.94,197.19,tarikere,21.72,172.76,211.91,nrpura,34.37810088,166.4245973,168.5110908
05-10-2021,Chikmanglore,Koppa,32.3637573,211.323965,363.6168957,sringeri,33.62,114.21,127.8,tarikere,30.98,184.28,208.87,nrpura,41.13962449,114.9761454,129.9877921
06-10-2021,Chikmanglore,Koppa,32.07014992,189.4989066,535.0594274,sringeri,39.21,169.95,179.59,tarikere,38.59,157.96,193.72,nrpura,37.1673519,137.1186693,143.6482868
07-10-2021,Chikmanglore,Koppa,32.60131098,204.3926667,548.2275542,sringeri,27.35,114.32,128.11,tarikere,38.51,151.86,157.14,nrpura,20.58323033,349.5613879,433.4538765
08-10-2021,Chikmanglore,Koppa,32.87085696,208.1339596,490.3374686,sringeri,22.86,172.87,189.68,tarikere,25.73,134.9,167.36,nrpura,44.1938419,317.4275665,349.0834408
09-10-2021,Chikmanglore,Koppa,30.23733033,200.005378,559.2552043,sringeri,34.81,130.05,143.63,tarikere,35.91,181.55,187.86,nrpura,37.03630609,410.5877881,420.8935382
10-10-2021,Chikmanglore,Koppa,31.94915488,214.8284359,491.0661899,sringeri,32.68,147.21,174.95,tarikere,32.97,154.86,183.63,nrpura,37.60971907,379.2492487,403.9429923
11-10-2021,Chikmanglore,Koppa,31.5238333,205.8983856,447.7446273,sringeri,26.94,195.63,227.62,tarikere,41.46,132.03,157.98,nrpura,42.19586954,332.3515634,417.0546797
12-10-2021,Chikmanglore,Koppa,34.29711905,214.8687096,376.8936934,sringeri,44.14,116.62,155.45,tarikere,28.5,101.82,106.64,nrpura,35.41024087,212.1791047,226.0924662
13-10-2021,Chikmanglore,Koppa,30.74584604,191.0698147,536.4468994,sringeri,29.64,157.37,165.75,tarikere,23.16,149.47,188.41,nrpura,28.58407716,209.3721069,243.4396863
14-10-2021,Chikmanglore,Koppa,31.21238861,193.7802624,492.0131956,sringeri,23.46,189.4,210.44,tarikere,39.11,150.29,190.32,nrpura,36.52877694,339.7567566,401.8616434
15-10-2021,Chikmanglore,Koppa,32.33583313,199.0225972,509.824298,sringeri,21.1,174.05,195.19,tarikere,42.46,146.52,160.12,nrpura,43.47661925,192.0174427,230.4503308
16-10-2021,Chikmanglore,Koppa,31.51265522,211.1663605,433.9649895,sringeri,30.06,156.8,194.19,tarikere,24.02,168.1,212.77,nrpura,26.80866235,119.1669583,157.8318128
17-10-2021,Chikmanglore,Koppa,30.28741248,219.5008279,522.3310422,sringeri,37.93,117.35,149.92,tarikere,43.69,109.08,136.37,nrpura,42.32999537,441.6529887,493.539237
18-10-2021,Chikmanglore,Koppa,30.26010712,219.1719193,459.3960019,sringeri,44.77,100.86,112.31,tarikere,37.51,113.95,161.31,nrpura,21.98704583,197.5241868,216.0906686
19-10-2021,Chikmanglore,Koppa,32.59463787,193.2362259,549.2106641,sringeri,43.12,177.42,178.48,tarikere,28.68,138.43,157.01,nrpura,44.94553512,387.5636472,440.3151207
20-10-2021,Chikmanglore,Koppa,33.75192001,190.062746,493.4828684,sringeri,40.47,119.67,158.7,tarikere,39.88,128.49,162.87,nrpura,21.4928386,142.6595219,227.408164
21-10-2021,Chikmanglore,Koppa,33.25524043,202.5202009,509.1697502,sringeri,36.8,145.13,161.66,tarikere,38.41,129.83,156.5,nrpura,39.38753146,127.1248531,197.702351
22-10-2021,Chikmanglore,Koppa,31.92441363,194.4191314,303.8255106,sringeri,38.69,116.7,145.99,tarikere,39.75,103.37,128.75,nrpura,29.51230371,173.4815237,243.0539204
23-10-2021,Chikmanglore,Koppa,31.92005073,206.6187507,481.4502018,sringeri,22.24,141.41,185.07,tarikere,24.84,193.86,207.13,nrpura,39.08633454,101.6637599,144.2798301
24-10-2021,Chikmanglore,Koppa,32.25582689,202.2297911,358.314717,sringeri,41.4,165.51,185.54,tarikere,20.68,104.81,111.62,nrpura,29.65424034,458.1748918,543.4797469
25-10-2021,Chikmanglore,Koppa,33.1807743,215.215023,338.2328579,sringeri,44.53,185.07,222.61,tarikere,27.01,131.1,163.15,nrpura,35.01404774,126.3288944,168.1394785
26-10-2021,Chikmanglore,Koppa,34.5649514,208.9031179,492.6435415,sringeri,24.25,178.33,204.22,tarikere,28.69,132.14,134.68,nrpura,44.40776434,144.6622798,177.0880501
27-10-2021,Chikmanglore,Koppa,29.36276111,214.2972971,336.6050449,sringeri,20.21,145.22,193.4,tarikere,31.14,156.42,200.85,nrpura,28.09915931,400.8301315,427.2032576
28-10-2021,Chikmanglore,Koppa,34.42629961,197.0127011,487.1651708,sringeri,28.88,116.33,151.09,tarikere,21.65,149.7,179.54,nrpura,42.83631582,265.1351734,268.5324393
29-10-2021,Chikmanglore,Koppa,31.78236919,215.54194,574.8671496,sringeri,29.46,182.75,189.84,tarikere,43.14,101.51,138.22,nrpura,44.48837336,281.1319609,284.625047
30-10-2021,Chikmanglore,Koppa,32.40414671,197.9735624,429.0306672,sringeri,43.91,154.76,162.33,tarikere,39.38,198.78,213.32,nrpura,39.94216486,360.2663324,368.5431445
31-10-2021,Chikmanglore,Koppa,31.97897188,204.0053235,520.7094232,sringeri,31.13,154.74,159.2,tarikere,33.73,107.4,128.1,nrpura,22.61939622,117.0621975,134.9074584
01-11-2021,Chikmanglore,Koppa,33.78660696,193.3803488,234.7005118,sringeri,25.03,149.39,188.58,tarikere,43.16,145.32,161.06,nrpura,21.47843527,422.6079561,503.7246064
02-11-2021,Chikmanglore,Koppa,32.66113027,206.5899943,210.044326,sringeri,23.85,197.61,205.86,tarikere,23.26,199.68,230.3,nrpura,34.82153043,349.8277173,385.9677974
03-11-2021,Chikmanglore,Koppa,32.30531606,200.2654417,243.2615991,sringeri,31.86,165.55,182.94,tarikere,39.9,104.87,153.21,nrpura,36.41617272,457.1979517,461.6486816
04-11-2021,Chikmanglore,Koppa,34.58147965,212.362009,180.5050599,sringeri,26.56,151.35,192.01,tarikere,36,182.84,189.77,nrpura,44.93315873,363.1090289,374.5834912
05-11-2021,Chikmanglore,Koppa,31.84170433,208.1028624,249.1329555,sringeri,23.73,190.57,227.9,tarikere,30.86,129.06,175.22,nrpura,33.56021801,200.2016375,206.4003364
06-11-2021,Chikmanglore,Koppa,32.67100648,197.0996254,368.724986,sringeri,22.34,127.52,150,tarikere,42.61,147.55,164.35,nrpura,44.05012877,108.8583043,162.5183325
07-11-2021,Chikmanglore,Koppa,34.48765496,207.4326897,194.4748346,sringeri,39.17,111.58,152.34,tarikere,33.66,116.99,150.48,nrpura,25.81471929,218.2649256,302.5833655
08-11-2021,Chikmanglore,Koppa,32.7109752,212.7749621,189.3141932,sringeri,31.89,131.72,150.82,tarikere,37.46,152.72,179.09,nrpura,28.84076954,461.0644811,542.3019558
09-11-2021,Chikmanglore,Koppa,32.00623989,202.6903279,370.9607971,sringeri,38.92,173.79,182.61,tarikere,36.11,118.79,167.31,nrpura,27.19880241,155.5450482,200.1600975
10-11-2021,Chikmanglore,Koppa,32.13309873,202.8621734,319.2521042,sringeri,27.02,111.44,129.61,tarikere,42.33,166.89,186.08,nrpura,27.01432673,296.069789,319.5471305
11-11-2021,Chikmanglore,Koppa,32.01093862,203.9717411,288.1287545,sringeri,41.46,109.2,119.99,tarikere,35.68,102.27,119.39,nrpura,38.20198044,435.0760287,473.9780385
12-11-2021,Chikmanglore,Koppa,32.36312816,208.1587987,187.1648411,sringeri,23.14,198.8,215.73,tarikere,43.71,121.83,152.43,nrpura,41.77191735,426.3892192,517.7484877
13-11-2021,Chikmanglore,Koppa,35.6191239,206.1996685,299.3366717,sringeri,21.02,183.06,225.66,tarikere,32.44,152.38,169.79,nrpura,23.44511401,389.5914567,403.5498905
14-11-2021,Chikmanglore,Koppa,31.48462845,213.0181308,264.2676076,sringeri,28.12,159.19,185.76,tarikere,27.6,173.78,207.29,nrpura,38.57229591,105.5472629,144.0282959
15-11-2021,Chikmanglore,Koppa,33.32180108,181.3153602,294.8265244,sringeri,29.75,155.64,163.58,tarikere,26.31,171.92,188.46,nrpura,42.57086459,260.5954232,315.3264697
16-11-2021,Chikmanglore,Koppa,33.08845801,198.2968273,331.4100959,sringeri,38.39,167.43,182.87,tarikere,24.41,178.6,217.62,nrpura,37.55200055,376.7269997,445.3200852
17-11-2021,Chikmanglore,Koppa,32.31286476,203.8906812,355.6678126,sringeri,38.32,114.63,127.97,tarikere,28.03,121.52,164.18,nrpura,24.13657498,206.3109785,223.4191527
18-11-2021,Chikmanglore,Koppa,32.04715614,209.359256,372.3236262,sringeri,39.44,130.36,141.92,tarikere,33.44,185.61,227.91,nrpura,44.39711716,449.3524172,517.9560082
19-11-2021,Chikmanglore,Koppa,32.81403486,206.2321036,277.2556535,sringeri,32.93,115.69,122.15,tarikere,24.49,178.5,186.26,nrpura,22.13348946,124.7311904,173.0894262
20-11-2021,Chikmanglore,Koppa,31.711996,206.5274243,258.1754481,sringeri,28.38,170.65,199.79,tarikere,39.68,146.82,189,nrpura,22.65449881,223.9256262,270.4736549
21-11-2021,Chikmanglore,Koppa,33.5384712,190.6788406,294.0010003,sringeri,24.6,153.3,164.32,tarikere,32.2,195.83,205.32,nrpura,34.52391856,306.8422755,319.8223225
22-11-2021,Chikmanglore,Koppa,32.45219359,211.4619088,286.9677631,sringeri,25.08,197.48,236.02,tarikere,39.32,195.15,202.23,nrpura,32.49063394,443.5135896,471.2906442
23-11-2021,Chikmanglore,Koppa,30.83924716,205.1783384,259.2748465,sringeri,40.02,178.17,216.24,tarikere,41.05,113.15,125.75,nrpura,24.41702104,144.6477118,204.8965701
24-11-2021,Chikmanglore,Koppa,30.85316547,212.1806104,301.3205238,sringeri,41.79,134.81,171.18,tarikere,23.95,153.39,155.74,nrpura,28.65550542,231.0215284,262.1099051
25-11-2021,Chikmanglore,Koppa,32.31171064,229.3162501,300.1271403,sringeri,40.94,161.6,211.55,tarikere,29.61,136.89,162.5,nrpura,38.521243,445.0392948,544.4690756
26-11-2021,Chikmanglore,Koppa,33.6392768,216.0274716,322.2701943,sringeri,43.22,170.71,210.96,tarikere,36.27,158.33,179.28,nrpura,29.10250355,194.71712,284.4900619
27-11-2021,Chikmanglore,Koppa,30.57803577,196.9092542,295.5924809,sringeri,38.92,155.95,191.19,tarikere,23.92,126.32,162.56,nrpura,36.88681722,110.0168751,176.2330813
28-11-2021,Chikmanglore,Koppa,31.34916584,195.4691161,189.261975,sringeri,20.34,136.51,171.18,tarikere,42.2,142.57,180.85,nrpura,42.18380284,181.0242966,230.1576634
29-11-2021,Chikmanglore,Koppa,32.67224459,201.1647566,191.8753615,sringeri,42.64,137.69,182.56,tarikere,43.72,137.73,153.75,nrpura,39.86233222,334.6252453,362.8757589
30-11-2021,Chikmanglore,Koppa,31.88617559,205.2596008,311.2527604,sringeri,42.71,114.95,121.63,tarikere,36.6,172.13,212.78,nrpura,38.47948555,424.3495869,516.8190656
01-12-2021,Chikmanglore,Koppa,33.96506969,203.981514,267.1064756,sringeri,43.67,195.43,226.99,tarikere,22.97,115.47,136.67,nrpura,24.04700432,316.4199385,386.2506434
02-12-2021,Chikmanglore,Koppa,28.89885642,202.2318181,254.778131,sringeri,30.05,169.23,218.22,tarikere,21.59,137.13,148.99,nrpura,32.86593578,279.1623115,325.9866179
03-12-2021,Chikmanglore,Koppa,32.18720519,206.3681509,280.5280063,sringeri,32.21,144.68,163.8,tarikere,23.49,120.26,139.83,nrpura,42.098411,156.569674,193.5261361
04-12-2021,Chikmanglore,Koppa,30.8333,215.3503601,274.5590814,sringeri,23.88,133.33,146.02,tarikere,44.6,103.04,135.5,nrpura,20.09919337,294.3293589,392.7112808
05-12-2021,Chikmanglore,Koppa,33.72113754,200.4108848,312.4016015,sringeri,33.47,173.35,204.51,tarikere,30.2,194.3,208.51,nrpura,37.3408531,228.4324576,292.0934141
06-12-2021,Chikmanglore,Koppa,31.51645659,201.1260117,358.0103259,sringeri,22.35,182.75,219.26,tarikere,31.58,175.61,188.26,nrpura,27.89775375,421.4972882,503.2888844
07-12-2021,Chikmanglore,Koppa,30.6884645,199.7720021,303.5459963,sringeri,38.74,109.66,126.17,tarikere,22.63,156.68,160.26,nrpura,26.02141626,434.8104402,515.5510327
08-12-2021,Chikmanglore,Koppa,31.34438198,205.8808118,339.7851676,sringeri,21.66,177.59,180.53,tarikere,30.65,160.36,184,nrpura,30.34369899,411.2973059,421.3539556
09-12-2021,Chikmanglore,Koppa,28.01742912,200.8708658,375.4677566,sringeri,40.76,166.09,209.72,tarikere,42.58,120.57,132.62,nrpura,24.37917435,340.1840135,412.5699811
10-12-2021,Chikmanglore,Koppa,33.54390941,211.8576216,186.736677,sringeri,24.14,180.28,215.78,tarikere,39.65,117.49,119.72,nrpura,22.74767492,191.6876731,251.761685
11-12-2021,Chikmanglore,Koppa,32.65403172,200.8381005,225.733747,sringeri,41.33,196.91,227.35,tarikere,36.8,161.75,191.59,nrpura,38.92351815,431.9339414,513.0328966
12-12-2021,Chikmanglore,Koppa,35.27575108,216.7025912,347.5084583,sringeri,38.97,169.45,215.12,tarikere,34.99,152.66,159.7,nrpura,38.43211625,433.0642149,462.5938269
13-12-2021,Chikmanglore,Koppa,33.12918739,195.3352541,189.3124789,sringeri,41.37,161.73,206.83,tarikere,36.48,182.82,225.94,nrpura,38.25679789,350.4636182,448.7641499
14-12-2021,Chikmanglore,Koppa,34.53025416,207.3954579,226.78313,sringeri,29.3,178.37,206.12,tarikere,37.21,171.7,203.91,nrpura,35.31484374,331.9951235,402.6847142
15-12-2021,Chikmanglore,Koppa,31.800423,212.5439867,210.6680873,sringeri,30.75,123.86,138.19,tarikere,40.89,120.56,142.42,nrpura,35.11571835,151.4769734,188.5033948
16-12-2021,Chikmanglore,Koppa,32.44978785,204.7688113,330.852317,sringeri,42.2,129.54,178.62,tarikere,39.48,149.59,157.28,nrpura,43.28139687,419.4358403,497.0121314
17-12-2021,Chikmanglore,Koppa,29.24167267,212.7727357,237.2039973,sringeri,43.88,134.78,141.9,tarikere,39.44,132.71,142.45,nrpura,39.53195878,265.2853125,285.7284325
18-12-2021,Chikmanglore,Koppa,31.89077237,218.2916571,338.9787347,sringeri,32.63,173.7,181.15,tarikere,36.33,109.49,152.51,nrpura,21.5169471,118.923495,185.632617
19-12-2021,Chikmanglore,Koppa,30.7758638,210.3211844,263.2111836,sringeri,29.8,141.09,173.66,tarikere,30.35,131.15,180.41,nrpura,41.55175062,154.4665403,175.7546842
20-12-2021,Chikmanglore,Koppa,33.71095803,214.7259823,359.7427704,sringeri,32.38,150.14,167.75,tarikere,35.7,187.89,190.74,nrpura,29.81773904,203.7627394,303.3482296
21-12-2021,Chikmanglore,Koppa,29.4478007,199.4762746,302.3727202,sringeri,27.47,148.12,179.39,tarikere,29.26,133.53,174.24,nrpura,37.66673824,215.6571357,218.6529156
22-12-2021,Chikmanglore,Koppa,33.32181429,197.2814881,201.8657348,sringeri,24.47,135.71,178.21,tarikere,36.41,143.43,146.7,nrpura,41.25531683,271.0751697,292.8586973
23-12-2021,Chikmanglore,Koppa,30.98688862,221.8094239,253.2395095,sringeri,22.99,108.46,157.23,tarikere,43.86,165.71,182.67,nrpura,33.37033284,433.1048393,522.3073631
24-12-2021,Chikmanglore,Koppa,31.19853452,188.000999,324.8245137,sringeri,21.35,172.54,198.96,tarikere,38.99,131.53,170.33,nrpura,24.80983261,362.7353332,389.0501684
25-12-2021,Chikmanglore,Koppa,33.65964306,199.898448,353.7662844,sringeri,26.87,108.96,110.57,tarikere,21.17,133.24,140.39,nrpura,32.57640563,158.5961751,201.0147168
26-12-2021,Chikmanglore,Koppa,32.58994891,204.5530972,209.6991702,sringeri,21.71,192.98,205.27,tarikere,28.47,152.55,180.88,nrpura,26.65529585,348.981911,360.0398004
27-12-2021,Chikmanglore,Koppa,33.89977513,213.4084732,391.2832378,sringeri,23.93,128.79,167.57,tarikere,30.49,161.75,186.03,nrpura,25.07993204,341.9449736,406.9831294
28-12-2021,Chikmanglore,Koppa,34.25015098,203.722699,317.7827678,sringeri,42.85,155.54,163.56,tarikere,26.75,122.73,137.75,nrpura,36.25639646,191.6674219,263.5068214
29-12-2021,Chikmanglore,Koppa,30.4623606,195.4372446,270.6385684,sringeri,42.5,188.65,209.82,tarikere,42.16,100.51,112.83,nrpura,21.51837679,489.1065564,551.090976
30-12-2021,Chikmanglore,Koppa,31.0357505,207.5911103,289.3173158,sringeri,23.28,103.03,113.7,tarikere,26.86,108.45,116.86,nrpura,35.47093411,482.5837061,567.7271104
31-12-2021,Chikmanglore,Koppa,34.36850494,220.6580094,276.996864,sringeri,33.31,149.74,189.4,tarikere,25.02,146.17,191.41,nrpura,20.04642663,368.2841251,425.4926603
01-01-2022,Chikmanglore,Koppa,32.7418073,211.7320271,189.1726267,sringeri,30.33,173.54,204.41,tarikere,34.5,108.98,128.12,nrpura,24.28825127,218.6784448,260.4947497
02-01-2022,Chikmanglore,Koppa,32.41512916,203.657,288.397654,sringeri,32.63,100.46,143.96,tarikere,36.22,128.26,174.26,nrpura,22.98045244,217.4032518,220.1089793
03-01-2022,Chikmanglore,Koppa,32.29790038,198.209615,316.5182784,sringeri,26.03,105.32,130.68,tarikere,28.22,197.06,237.42,nrpura,39.3332622,236.5971094,243.8690355
04-01-2022,Chikmanglore,Koppa,33.67836182,194.4772974,178.6734812,sringeri,33.01,167.1,181.83,tarikere,23.99,196.01,222.83,nrpura,26.67219964,355.3496999,437.8367379
05-01-2022,Chikmanglore,Koppa,28.85429774,203.4045649,187.1460892,sringeri,21.63,199.68,221.87,tarikere,23.85,104.46,135.28,nrpura,28.35953036,273.7633457,363.3837381
06-01-2022,Chikmanglore,Koppa,31.43065107,191.801729,252.8413444,sringeri,23.39,112.86,149.79,tarikere,24.74,102.97,116.38,nrpura,29.46273873,309.7714651,388.3102781
07-01-2022,Chikmanglore,Koppa,32.42737619,200.9148449,175.3145472,sringeri,35.52,117.07,166.87,tarikere,35.63,150.95,192.24,nrpura,25.09567826,134.9348914,176.1085646
08-01-2022,Chikmanglore,Koppa,31.4611605,196.2784102,157.7204447,sringeri,38.93,101.52,141.8,tarikere,41.01,183.95,217.78,nrpura,38.17420246,216.2846323,225.2140011
09-01-2022,Chikmanglore,Koppa,32.9099582,225.3929308,303.5075779,sringeri,32.63,191.5,205.99,tarikere,40.01,104.71,152.26,nrpura,44.3460045,174.5961059,227.7469846
10-01-2022,Chikmanglore,Koppa,31.60610064,198.9744996,383.6393228,sringeri,41.76,107.6,142.62,tarikere,40.09,181.64,193.76,nrpura,36.5916602,361.8344555,413.9100687
11-01-2022,Chikmanglore,Koppa,34.53875773,200.5870337,205.6982631,sringeri,36.26,113.94,137.81,tarikere,31.03,172.65,207.72,nrpura,31.33853831,466.8816722,487.4381813
12-01-2022,Chikmanglore,Koppa,34.12634735,189.6547086,183.7257774,sringeri,40.46,160.67,165.34,tarikere,39.47,144.95,172.98,nrpura,21.82262786,480.0446137,499.5781556
13-01-2022,Chikmanglore,Koppa,33.66996909,211.3692051,285.6645403,sringeri,24.78,143.05,179.55,tarikere,28.08,164.45,202.64,nrpura,23.01149845,470.9268183,483.0235522
14-01-2022,Chikmanglore,Koppa,34.18759139,188.6786174,316.9422163,sringeri,37.93,109.3,115.43,tarikere,42.4,167.99,181.93,nrpura,27.75862492,177.3467733,224.5281164
15-01-2022,Chikmanglore,Koppa,31.98954764,205.8419046,296.4553735,sringeri,21.79,173.05,200.35,tarikere,42.85,112.78,128.04,nrpura,36.6526858,440.8968523,534.7540557
16-01-2022,Chikmanglore,Koppa,31.24209365,201.8797572,192.0456641,sringeri,30.42,108.61,115.28,tarikere,32.03,193.49,231.47,nrpura,21.20416046,111.0305778,188.30975
17-01-2022,Chikmanglore,Koppa,33.69453976,204.7138082,180.6695596,sringeri,22.42,140.62,153.36,tarikere,20.52,199.08,213.9,nrpura,23.98373662,132.3650366,231.9366533
18-01-2022,Chikmanglore,Koppa,32.96638434,210.2553075,279.5056172,sringeri,25.78,158.86,162.74,tarikere,40.15,117.13,163.45,nrpura,21.7308538,460.0527095,492.1058528
19-01-2022,Chikmanglore,Koppa,32.53619442,187.4040423,211.6516658,sringeri,34.75,130.89,145.55,tarikere,38.2,179.08,180.52,nrpura,42.78437393,461.1261528,557.2865008
20-01-2022,Chikmanglore,Koppa,30.10639378,194.6461827,292.96973,sringeri,28.14,121.39,126.09,tarikere,24.42,132.85,149.48,nrpura,44.77248142,130.8849032,210.7683976
21-01-2022,Chikmanglore,Koppa,30.45013102,207.8883458,364.9505404,sringeri,44.24,177.14,180.63,tarikere,29.16,121.4,127.11,nrpura,32.35729034,140.9206068,185.0315801
22-01-2022,Chikmanglore,Koppa,34.09731193,218.2443538,302.2753423,sringeri,37.22,104.52,127.41,tarikere,37.4,175,214.14,nrpura,22.27144444,170.9976416,252.0131336
23-01-2022,Chikmanglore,Koppa,32.58199547,192.8223948,341.9989398,sringeri,44.09,141.89,185.46,tarikere,32.89,141.86,143.69,nrpura,26.95188265,121.0627699,138.0087607
24-01-2022,Chikmanglore,Koppa,32.09603146,198.8325058,272.5059349,sringeri,26.24,149.67,191.94,tarikere,38.94,145.43,182.02,nrpura,21.89777229,482.9473096,560.4165606
25-01-2022,Chikmanglore,Koppa,32.35500859,203.7611391,235.044365,sringeri,39.17,196.41,214.39,tarikere,38.47,162.13,196.09,nrpura,25.98856213,302.630037,357.8034573
26-01-2022,Chikmanglore,Koppa,33.1625537,214.633706,164.5928216,sringeri,27.39,136.34,143.21,tarikere,25.95,183.89,224.81,nrpura,28.10545523,176.9071266,195.2695005
27-01-2022,Chikmanglore,Koppa,35.46514285,208.3373848,333.9842771,sringeri,40.08,182.45,202,tarikere,22.3,199.39,240.98,nrpura,36.60101965,312.6324004,409.0876864
28-01-2022,Chikmanglore,Koppa,28.84336694,204.8787756,153.6669877,sringeri,38.68,114.7,146.61,tarikere,44.14,142.03,159.02,nrpura,36.16446443,283.8062752,383.010052
29-01-2022,Chikmanglore,Koppa,31.49370621,201.0555367,288.2072826,sringeri,26.57,147.2,158.54,tarikere,41.59,137.24,157.61,nrpura,30.62164507,272.9212157,304.5758503
30-01-2022,Chikmanglore,Koppa,33.98232021,209.5291806,232.8130144,sringeri,35.2,131.18,147.06,tarikere,30.77,134.1,171.59,nrpura,39.9537919,291.7412983,323.9917048
31-01-2022,Chikmanglore,Koppa,31.73777808,201.7096822,363.3642678,sringeri,34.57,144.09,160.4,tarikere,44.33,172.06,219.85,nrpura,28.04341096,258.744995,319.9929669
01-02-2022,Chikmanglore,Koppa,31.44964665,217.0550778,322.0266836,sringeri,35.01,119.62,142.52,tarikere,43.45,165.34,179.82,nrpura,27.28177977,103.2920768,150.28449
02-02-2022,Chikmanglore,Koppa,32.42146253,195.5419373,219.1118049,sringeri,41.59,172.21,184.7,tarikere,29.92,167.73,187.18,nrpura,37.35442834,157.2681053,199.2756738
03-02-2022,Chikmanglore,Koppa,32.53673667,211.2815363,250.3722967,sringeri,24.67,185.49,206.63,tarikere,22.1,135.07,149.37,nrpura,41.73326968,430.4876716,478.6566632
04-02-2022,Chikmanglore,Koppa,35.39186454,208.6421503,243.2008662,sringeri,40.69,113.11,133.79,tarikere,34.55,195.08,238.8,nrpura,34.56427457,392.9610236,474.0602893
05-02-2022,Chikmanglore,Koppa,30.21152606,191.6402133,191.452636,sringeri,44.52,113.25,159.27,tarikere,27.08,134.24,174.29,nrpura,41.57725657,323.6154938,347.1007779
06-02-2022,Chikmanglore,Koppa,32.86659166,214.2806231,352.4273678,sringeri,22.98,190.06,199.14,tarikere,39.19,161.1,198.85,nrpura,42.78456359,309.0393933,335.8094637
07-02-2022,Chikmanglore,Koppa,33.23054254,178.7523069,356.6910841,sringeri,32.5,173.89,219.64,tarikere,40.89,169.11,205.2,nrpura,41.62090173,366.41491,371.407016
08-02-2022,Chikmanglore,Koppa,34.51610428,212.1479399,156.3584244,sringeri,27.97,129.39,151.72,tarikere,40.55,190.57,191.63,nrpura,43.01445427,335.3899782,366.0412724
09-02-2022,Chikmanglore,Koppa,31.99894374,199.7800204,233.5126639,sringeri,25.01,138.99,165.41,tarikere,32.23,113.29,146.41,nrpura,26.69370622,139.7574561,196.5499561
10-02-2022,Chikmanglore,Koppa,33.95661273,204.0866688,286.8598726,sringeri,22.85,113.62,158.15,tarikere,43.26,175.8,192.45,nrpura,42.35914447,494.8892123,514.3906748
11-02-2022,Chikmanglore,Koppa,32.24180208,203.725056,308.2266885,sringeri,20.2,198.99,232.85,tarikere,37.64,186.28,200.37,nrpura,25.46292379,104.774466,163.4847281
12-02-2022,Chikmanglore,Koppa,34.11054579,202.8835577,310.4086422,sringeri,28.26,123.4,141.29,tarikere,21.08,102.13,103.79,nrpura,32.9517317,139.2004162,188.9390594
13-02-2022,Chikmanglore,Koppa,31.90631794,204.104851,361.9682137,sringeri,24.93,147.23,191.26,tarikere,27.33,168.1,217.3,nrpura,20.18817035,386.2473233,393.7093927
14-02-2022,Chikmanglore,Koppa,33.97104657,201.8695172,192.8727221,sringeri,41.66,192.02,222.88,tarikere,39.94,104.22,149.15,nrpura,39.32147412,430.666293,491.3139645
15-02-2022,Chikmanglore,Koppa,32.66182573,205.3555436,326.8895484,sringeri,42.12,108.74,136.09,tarikere,23.73,172.32,208.26,nrpura,40.60404129,153.503409,214.5734812
16-02-2022,Chikmanglore,Koppa,30.44849554,199.9631102,258.9591319,sringeri,32.09,121.96,135.29,tarikere,21.76,183.6,226.04,nrpura,39.61082373,199.7030544,284.5206625
17-02-2022,Chikmanglore,Koppa,32.64722666,206.5834488,364.5961678,sringeri,29.41,130.08,148.84,tarikere,25.6,190.55,230.06,nrpura,25.74970258,192.5658853,252.1146386
18-02-2022,Chikmanglore,Koppa,30.93717357,197.9347776,303.3834135,sringeri,32.09,125.56,174.52,tarikere,43.56,169.53,191.63,nrpura,35.4903757,384.6159377,450.5467534
19-02-2022,Chikmanglore,Koppa,33.38360422,202.3125736,319.0295799,sringeri,36.69,131.92,173.93,tarikere,37.24,117.65,138.92,nrpura,27.74631028,367.602447,395.1779828
20-02-2022,Chikmanglore,Koppa,33.36247092,214.4395809,357.3935865,sringeri,39.29,173.17,196.36,tarikere,26.52,189.42,199.95,nrpura,22.8826321,157.4154451,228.8781024
21-02-2022,Chikmanglore,Koppa,30.5848567,203.7315768,196.0907551,sringeri,42.07,115.89,125.98,tarikere,27.52,110.99,126.63,nrpura,21.69261118,356.8074323,373.8428409
22-02-2022,Chikmanglore,Koppa,32.94793925,205.2692805,311.8534713,sringeri,29.24,113.4,115.19,tarikere,42.2,108.97,114.74,nrpura,42.10855554,448.0500803,525.5303403
23-02-2022,Chikmanglore,Koppa,31.81506806,189.4055206,294.314096,sringeri,40.53,167.4,185.75,tarikere,20.84,171.83,216.15,nrpura,23.4788259,418.2010002,460.6632027
24-02-2022,Chikmanglore,Koppa,33.05481957,197.0597064,165.851977,sringeri,30.82,129.18,161.61,tarikere,43.47,183.64,229.24,nrpura,43.50334081,498.7769766,518.1753493
