Datetime,District,ward,Temperature,Consumption,Total,Season,Ward2,Ward2_Temperature,Ward2_Consumption,Ward2_Total,Ward3,Ward3_Temperature,Ward3_Consumption,Ward3_Total,Ward4,Ward4_Temperature,Ward4_Consumption,Ward4_Total,Ward5,Ward5_Temperature,Ward5_Consumption,Ward5_Total,Ward6,Ward6_Temperature,Ward6_Consumption,Ward6_Total
26-08-2021,Shivmogga,Thirthahalli,32.97052897,188.1093261,188.4799716,Monsoon,Sagara,27.40752039,389.0375396,434.2163433,Shikaripura,25.05114522,103.3565993,140.1272922,soraba,38.7,125.19,131.51,hosanagara,36.64,124.89,173.12,bhadravathi,41.25,176.38,141.3266191
27-08-2021,Shivmogga,Thirthahalli,32.31072428,200.9464952,205.4120072,Monsoon,Sagara,31.50926219,278.4118062,286.9784078,Shikaripura,34.98876128,111.2282687,172.1838378,soraba,20.84,121.3,159.64,hosanagara,26.71,197.06,202.27,bhadravathi,20.58,193.33,185.4106427
28-08-2021,Shivmogga,Thirthahalli,33.42998231,202.4833867,204.296778,Monsoon,Sagara,26.39391097,427.730963,440.2051037,Shikaripura,28.51795585,224.2360987,305.843504,soraba,42.46,124.38,137.62,hosanagara,29.92,105.92,150.69,bhadravathi,20.52,183.19,137.6584353
29-08-2021,Shivmogga,Thirthahalli,33.27304383,188.9408668,192.5156877,Monsoon,Sagara,25.19701186,429.4047334,515.1030432,Shikaripura,34.1886752,173.2519899,268.7742434,soraba,23.84,196.03,240.45,hosanagara,24.21,114.43,143.4,bhadravathi,36.89,122.56,196.2551476
30-08-2021,Shivmogga,Thirthahalli,31.0264978,213.0510819,215.3969941,Monsoon,Sagara,41.22027265,104.5919021,107.2933538,Shikaripura,37.24897889,192.4926764,258.6408983,soraba,28.46,119.56,152.31,hosanagara,43.09,170.75,192.89,bhadravathi,28.5,174.26,184.2075674
31-08-2021,Shivmogga,Thirthahalli,33.77338764,220.05484,223.9330187,Monsoon,Sagara,37.36604553,330.1465789,367.1934806,Shikaripura,38.99136215,160.4894539,256.13483,soraba,38.57,107.11,119.78,hosanagara,34.67,105.43,114.32,bhadravathi,30.33,160.59,167.9306838
01-09-2021,Shivmogga,Thirthahalli,34.61471462,201.8567438,205.5938751,Monsoon,Sagara,26.28435026,438.5054315,472.8815578,Shikaripura,40.11898505,185.520322,275.3244803,soraba,33.91,177.77,210.63,hosanagara,31.49,147.49,182.57,bhadravathi,40.53,113.48,150.0060227
02-09-2021,Shivmogga,Thirthahalli,31.9696198,211.0070752,215.6343427,Monsoon,Sagara,41.89264584,136.9213564,220.4815762,Shikaripura,26.73605051,218.9702334,229.82146,soraba,37.93,115,153.64,hosanagara,34.71,137.09,151.68,bhadravathi,40.26,122.27,172.8675298
03-09-2021,Shivmogga,Thirthahalli,31.74260024,193.4324697,193.2441924,Monsoon,Sagara,29.03598152,336.8195465,428.1336086,Shikaripura,39.96064101,293.1094216,302.4341807,soraba,29.23,111,140.86,hosanagara,43.55,164.61,195.92,bhadravathi,21.66,150.88,190.1638806
04-09-2021,Shivmogga,Thirthahalli,31.05012506,206.3007032,208.4380994,Monsoon,Sagara,33.57273777,303.9209255,321.6607867,Shikaripura,35.27855748,162.0072607,254.7467709,soraba,24.84,155.75,172.21,hosanagara,42.15,147.62,161.32,bhadravathi,44.05,135.56,157.3833733
05-09-2021,Shivmogga,Thirthahalli,32.66507748,198.1417048,198.6868669,Monsoon,Sagara,25.67019802,375.1177966,429.9169109,Shikaripura,44.58166925,294.5671174,349.9210363,soraba,26.39,111.98,123.99,hosanagara,44.38,148.89,166.11,bhadravathi,32.94,192.1,140.9325992
06-09-2021,Shivmogga,Thirthahalli,32.93030404,203.9063558,206.0721382,Monsoon,Sagara,39.76520571,128.5176074,216.732901,Shikaripura,35.2965887,211.9147874,247.5821052,soraba,43.91,112.29,148.89,hosanagara,31.78,124.13,162.76,bhadravathi,21.63,175.13,173.4055191
07-09-2021,Shivmogga,Thirthahalli,31.45462144,195.8407011,198.4022996,Monsoon,Sagara,33.82148613,158.6129547,206.4617938,Shikaripura,21.22381742,450.8603133,545.0308613,soraba,39.37,175.57,221.03,hosanagara,27.51,175.39,191.22,bhadravathi,40.34,169.1,95.93042515
08-09-2021,Shivmogga,Thirthahalli,32.14218863,182.9445813,185.6800924,Monsoon,Sagara,29.42059442,117.9912133,217.7184204,Shikaripura,41.08246334,306.9545105,342.8494936,soraba,37.24,116.53,138.68,hosanagara,44.69,115.55,118.62,bhadravathi,41.75,165.16,132.5974748
09-09-2021,Shivmogga,Thirthahalli,32.57901258,194.374176,193.3295756,Monsoon,Sagara,33.16282673,116.3939568,119.8143002,Shikaripura,37.34568009,341.4209382,396.4821945,soraba,30.72,132.69,150.58,hosanagara,42.63,165,188.63,bhadravathi,27.97,182.63,193.6042422
10-09-2021,Shivmogga,Thirthahalli,31.86678128,200.4949725,204.7299623,Monsoon,Sagara,26.09578262,464.1055681,472.2839905,Shikaripura,44.14053848,250.728671,305.6176378,soraba,21.69,143.92,192.36,hosanagara,28.52,117.34,156.92,bhadravathi,36.31,179.76,112.8654996
11-09-2021,Shivmogga,Thirthahalli,32.91038505,211.9542592,214.7529739,Monsoon,Sagara,30.49636077,238.8897088,308.0038102,Shikaripura,25.10600902,352.8654651,357.4970635,soraba,36.57,171.14,181.23,hosanagara,25.47,160.38,171.01,bhadravathi,30.15,192.9,125.2819291
12-09-2021,Shivmogga,Thirthahalli,32.4685393,184.9939066,186.3531921,Monsoon,Sagara,27.93349684,337.864016,360.6630413,Shikaripura,29.64821397,341.4310978,429.4661988,soraba,39.44,128.37,170.92,hosanagara,28.15,109.91,118.94,bhadravathi,30.1,176.06,214.8190906
13-09-2021,Shivmogga,Thirthahalli,30.67377228,222.2960419,226.3594087,Monsoon,Sagara,44.06821524,119.6294213,133.0132937,Shikaripura,21.61236042,470.8520854,525.6274306,soraba,29.3,157.43,158.97,hosanagara,37.16,194.24,222.85,bhadravathi,30.73,124.46,121.6608678
14-09-2021,Shivmogga,Thirthahalli,32.3584929,212.2916143,211.0334217,Monsoon,Sagara,30.12267621,430.915797,472.1373129,Shikaripura,36.1773534,171.5615702,202.5529359,soraba,31.87,183.94,225.5,hosanagara,33.36,193.92,206.04,bhadravathi,41.32,176.29,92.65937918
15-09-2021,Shivmogga,Thirthahalli,35.46716227,215.465041,218.0543553,Monsoon,Sagara,36.69701477,155.1624118,221.3555244,Shikaripura,42.81035093,320.7137138,410.2242798,soraba,25.53,141.04,168.06,hosanagara,41.46,144.95,179.78,bhadravathi,26.91,165.17,127.6450796
16-09-2021,Shivmogga,Thirthahalli,33.29252033,213.9696265,213.5184174,Monsoon,Sagara,21.54085619,219.9777048,270.8681392,Shikaripura,30.93756073,241.6962516,341.0377223,soraba,23.77,142.01,154.9,hosanagara,33.55,123.28,151.97,bhadravathi,44.43,197,138.0827321
17-09-2021,Shivmogga,Thirthahalli,33.02506483,215.767271,217.8814306,Monsoon,Sagara,37.54338013,380.4860931,435.7364123,Shikaripura,41.1286696,121.7679154,129.4382393,soraba,43.51,125.87,134.37,hosanagara,26.55,186.41,193.08,bhadravathi,21.79,113.65,101.1381019
18-09-2021,Shivmogga,Thirthahalli,31.39761646,194.9300484,196.2862168,Monsoon,Sagara,28.60746126,404.815645,434.0486881,Shikaripura,39.90449007,422.5567721,445.6568173,soraba,22.07,170.91,180.97,hosanagara,25.68,110,119.49,bhadravathi,25.67,127.04,182.4901448
19-09-2021,Shivmogga,Thirthahalli,32.00042631,183.669621,186.6504349,Monsoon,Sagara,32.32920945,432.6192951,506.3469453,Shikaripura,36.34749757,111.7288325,130.3225168,soraba,35.33,115.6,146.22,hosanagara,32.34,130.25,137.5,bhadravathi,21.37,166.15,192.7696383
20-09-2021,Shivmogga,Thirthahalli,30.65625512,198.3777089,202.9591229,Monsoon,Sagara,21.9824902,487.7571828,491.7168254,Shikaripura,43.27312185,388.0493313,482.4425075,soraba,44.89,132.81,161.72,hosanagara,42.8,194.72,236.94,bhadravathi,43.73,163.33,199.2662986
21-09-2021,Shivmogga,Thirthahalli,33.71585799,182.0415151,183.6005087,Monsoon,Sagara,35.22093253,343.365796,430.7248555,Shikaripura,24.60223317,394.1059508,443.9716974,soraba,33.36,116.62,134.65,hosanagara,40.39,173.08,180.25,bhadravathi,44.09,198.71,165.1169363
22-09-2021,Shivmogga,Thirthahalli,29.66875487,207.7482528,211.0007789,Monsoon,Sagara,32.69398888,124.6501696,214.0928305,Shikaripura,22.08610734,236.1137562,261.8367796,soraba,41.08,161.44,206.79,hosanagara,32.95,191.97,197.81,bhadravathi,21.91,175.75,102.1671493
23-09-2021,Shivmogga,Thirthahalli,28.77393461,201.6671386,203.155369,Monsoon,Sagara,22.97589266,231.7074663,244.4182919,Shikaripura,37.98994082,345.1634132,443.4961987,soraba,43.13,170.77,197.46,hosanagara,34.17,185.66,219.57,bhadravathi,30.54,112.05,162.9848409
24-09-2021,Shivmogga,Thirthahalli,30.97285848,204.7559726,204.6242888,Monsoon,Sagara,44.80188527,426.1296599,468.1490412,Shikaripura,28.02620198,269.9614296,305.6281164,soraba,44.24,164.41,209.89,hosanagara,20.6,132.08,169.31,bhadravathi,30.52,161.36,198.2372944
25-09-2021,Shivmogga,Thirthahalli,34.5850544,210.8044632,212.2670101,Monsoon,Sagara,42.54922581,320.5701692,338.4023752,Shikaripura,20.79316379,497.1260621,588.7460342,soraba,35.85,107.44,153.1,hosanagara,39.67,101.17,131.14,bhadravathi,21.37,163.55,196.7562656
26-09-2021,Shivmogga,Thirthahalli,32.64263721,180.0115058,184.5309736,Monsoon,Sagara,35.28263557,142.4938567,237.3935323,Shikaripura,44.71371246,137.0325018,163.3967575,soraba,25.11,127.83,167.63,hosanagara,20.21,145.85,175.69,bhadravathi,44.06,121.81,118.0284301
27-09-2021,Shivmogga,Thirthahalli,32.93332805,207.1825877,206.93455,Monsoon,Sagara,31.40316995,392.0168889,403.8235921,Shikaripura,36.30857281,317.0748952,374.1663228,soraba,37.28,125.63,135.73,hosanagara,43.93,160.5,204.1,bhadravathi,28.8,107.02,119.0066793
28-09-2021,Shivmogga,Thirthahalli,31.42855155,205.3039955,210.1397754,Monsoon,Sagara,43.84266056,130.023378,173.0949956,Shikaripura,23.08946498,341.0766431,419.1199854,soraba,20.83,148.83,174.05,hosanagara,37.39,155.43,194.6,bhadravathi,27.37,143.57,107.0832194
29-09-2021,Shivmogga,Thirthahalli,33.26913055,207.7993154,208.5457803,Monsoon,Sagara,40.82423723,213.3510709,269.2867939,Shikaripura,24.42150795,171.5920833,235.4954264,soraba,40.14,188.98,214.05,hosanagara,29.32,185.09,206.28,bhadravathi,20.74,156.87,122.7893179
30-09-2021,Shivmogga,Thirthahalli,30.17612035,214.9622985,216.8193602,Monsoon,Sagara,23.11026418,309.0460528,313.2670006,Shikaripura,36.39294128,412.0934664,455.7230578,soraba,30.78,153.93,166.92,hosanagara,44.93,180.26,215.46,bhadravathi,38.14,124.03,160.2822709
01-10-2021,Shivmogga,Thirthahalli,31.58547316,186.8222458,191.6674525,Monsoon,Sagara,32.68888389,134.1280815,180.5760697,Shikaripura,38.72010444,169.8112079,228.6400359,soraba,35.69,145.99,191.48,hosanagara,34.58,164.59,187.13,bhadravathi,20.14,133.75,163.3887944
02-10-2021,Shivmogga,Thirthahalli,31.10629232,195.270615,197.374189,Monsoon,Sagara,28.07678652,228.801764,285.5849666,Shikaripura,39.33686215,437.3925542,515.8644794,soraba,40.95,119.94,142.95,hosanagara,24.41,154.16,170.46,bhadravathi,32.01,109.33,164.017494
03-10-2021,Shivmogga,Thirthahalli,33.86807858,198.8349623,203.2768031,Monsoon,Sagara,31.81783964,100.0425377,197.5210067,Shikaripura,22.9427045,386.3923309,426.9257685,soraba,20.78,139.08,171.65,hosanagara,23.33,107.42,111.09,bhadravathi,30.59,107.28,128.42972
04-10-2021,Shivmogga,Thirthahalli,35.16473001,205.8315496,208.3514976,Monsoon,Sagara,41.03822,250.6191292,292.882678,Shikaripura,34.37810088,166.4245973,168.5110908,soraba,44.66,155.47,190.35,hosanagara,22.86,148.94,197.19,bhadravathi,21.72,172.76,165.0803844
05-10-2021,Shivmogga,Thirthahalli,32.61696529,215.1268894,218.6020932,Monsoon,Sagara,27.29517947,131.3071829,181.9806915,Shikaripura,41.13962449,114.9761454,129.9877921,soraba,35.12,187.01,194.18,hosanagara,33.62,114.21,127.8,bhadravathi,30.98,184.28,172.3289362
06-10-2021,Shivmogga,Thirthahalli,31.99672314,200.7023026,202.6687158,Monsoon,Sagara,44.15033337,145.8024059,234.7510956,Shikaripura,37.1673519,137.1186693,143.6482868,soraba,24.68,185.02,186.9,hosanagara,39.21,169.95,179.59,bhadravathi,38.59,157.96,152.2390326
07-10-2021,Shivmogga,Thirthahalli,34.1084612,194.8069629,199.3293953,Monsoon,Sagara,43.34092992,472.8790697,558.6373292,Shikaripura,20.58323033,349.5613879,433.4538765,soraba,25.53,186.02,205.42,hosanagara,27.35,114.32,128.11,bhadravathi,38.51,151.86,148.8425193
08-10-2021,Shivmogga,Thirthahalli,31.8992446,210.5281105,213.2258983,Monsoon,Sagara,27.36169382,160.424733,171.6117324,Shikaripura,44.1938419,317.4275665,349.0834408,soraba,39.01,126.1,168.26,hosanagara,22.86,172.87,189.68,bhadravathi,25.73,134.9,135.9450711
09-10-2021,Shivmogga,Thirthahalli,35.50545549,214.687111,219.5241784,Monsoon,Sagara,39.23774615,122.9748626,144.9624139,Shikaripura,37.03630609,410.5877881,420.8935382,soraba,21.89,197.68,246.64,hosanagara,34.81,130.05,143.63,bhadravathi,35.91,181.55,123.1871293
10-10-2021,Shivmogga,Thirthahalli,32.27009106,206.6872158,205.9164826,Monsoon,Sagara,30.81216063,476.744469,564.564494,Shikaripura,37.60971907,379.2492487,403.9429923,soraba,26.81,121.87,149.41,hosanagara,32.68,147.21,174.95,bhadravathi,32.97,154.86,139.0760619
11-10-2021,Shivmogga,Thirthahalli,31.68929982,193.2127564,193.6217469,Monsoon,Sagara,38.25566614,374.4028276,415.5776324,Shikaripura,42.19586954,332.3515634,417.0546797,soraba,38.11,191.9,210.91,hosanagara,26.94,195.63,227.62,bhadravathi,41.46,132.03,166.2540777
12-10-2021,Shivmogga,Thirthahalli,32.80381909,207.3359231,205.4507657,Monsoon,Sagara,34.74621758,275.2751872,366.8678206,Shikaripura,35.41024087,212.1791047,226.0924662,soraba,27.32,132.93,141.77,hosanagara,44.14,116.62,155.45,bhadravathi,28.5,101.82,157.4249659
13-10-2021,Shivmogga,Thirthahalli,30.6311337,213.4840793,214.4142606,Monsoon,Sagara,21.35318959,441.0925483,512.0891386,Shikaripura,28.58407716,209.3721069,243.4396863,soraba,40.64,177.92,187.33,hosanagara,29.64,157.37,165.75,bhadravathi,23.16,149.47,174.3425043
14-10-2021,Shivmogga,Thirthahalli,31.41211361,195.3001629,197.8375607,Monsoon,Sagara,32.19677453,470.6540421,484.8143918,Shikaripura,36.52877694,339.7567566,401.8616434,soraba,38.88,119.41,166.32,hosanagara,23.46,189.4,210.44,bhadravathi,39.11,150.29,101.7404339
15-10-2021,Shivmogga,Thirthahalli,34.45344196,195.0714831,198.8937499,Monsoon,Sagara,26.050749,376.8000148,436.2011554,Shikaripura,43.47661925,192.0174427,230.4503308,soraba,37.74,105.99,126.71,hosanagara,21.1,174.05,195.19,bhadravathi,42.46,146.52,176.6389272
16-10-2021,Shivmogga,Thirthahalli,31.53741569,205.7088783,210.1046299,Monsoon,Sagara,44.52596722,475.4423098,551.3966842,Shikaripura,26.80866235,119.1669583,157.8318128,soraba,35.21,177.5,205.25,hosanagara,30.06,156.8,194.19,bhadravathi,24.02,168.1,177.639228
17-10-2021,Shivmogga,Thirthahalli,29.79113349,212.1964744,214.0416682,Monsoon,Sagara,33.28345232,480.938045,496.0635483,Shikaripura,42.32999537,441.6529887,493.539237,soraba,34.13,196.15,206.49,hosanagara,37.93,117.35,149.92,bhadravathi,43.69,109.08,191.6240788
18-10-2021,Shivmogga,Thirthahalli,31.21954173,193.0801672,196.6911815,Monsoon,Sagara,37.90748728,196.3223422,284.3623535,Shikaripura,21.98704583,197.5241868,216.0906686,soraba,41.52,156.75,180.72,hosanagara,44.77,100.86,112.31,bhadravathi,37.51,113.95,142.2566977
19-10-2021,Shivmogga,Thirthahalli,31.74898563,216.3561075,220.1330365,Monsoon,Sagara,41.52057854,332.2104242,338.1247659,Shikaripura,44.94553512,387.5636472,440.3151207,soraba,26.72,113.05,156.67,hosanagara,43.12,177.42,178.48,bhadravathi,28.68,138.43,153.0167205
20-10-2021,Shivmogga,Thirthahalli,36.54389091,204.594896,206.3784387,Monsoon,Sagara,23.22032123,246.8947836,288.1714586,Shikaripura,21.4928386,142.6595219,227.408164,soraba,40.71,170.71,207.1,hosanagara,40.47,119.67,158.7,bhadravathi,39.88,128.49,111.3437311
21-10-2021,Shivmogga,Thirthahalli,31.42534396,207.3404946,207.6069704,Monsoon,Sagara,38.24132049,288.5275098,311.7748211,Shikaripura,39.38753146,127.1248531,197.702351,soraba,42.1,117.03,148.87,hosanagara,36.8,145.13,161.66,bhadravathi,38.41,129.83,70.6082143
22-10-2021,Shivmogga,Thirthahalli,30.34422798,209.2934793,210.9262715,Monsoon,Sagara,21.79083594,464.0569614,543.1727431,Shikaripura,29.51230371,173.4815237,243.0539204,soraba,22.4,177.34,212.35,hosanagara,38.69,116.7,145.99,bhadravathi,39.75,103.37,175.5579761
23-10-2021,Shivmogga,Thirthahalli,34.33494112,199.048491,200.2874023,Monsoon,Sagara,20.60544549,398.6528656,482.2565557,Shikaripura,39.08633454,101.6637599,144.2798301,soraba,40.03,177.14,202.34,hosanagara,22.24,141.41,185.07,bhadravathi,24.84,193.86,113.4741496
24-10-2021,Shivmogga,Thirthahalli,32.79123574,201.1428905,202.6839413,Monsoon,Sagara,40.32371169,287.3547945,306.7635799,Shikaripura,29.65424034,458.1748918,543.4797469,soraba,38.81,103.01,108.63,hosanagara,41.4,165.51,185.54,bhadravathi,20.68,104.81,97.00946893
25-10-2021,Shivmogga,Thirthahalli,32.59028787,190.4859556,193.4781213,Monsoon,Sagara,43.61886544,150.0763493,207.6281896,Shikaripura,35.01404774,126.3288944,168.1394785,soraba,38.62,153.19,184.28,hosanagara,44.53,185.07,222.61,bhadravathi,27.01,131.1,140.5359519
26-10-2021,Shivmogga,Thirthahalli,30.76595849,200.9815159,202.9294209,Monsoon,Sagara,34.37765904,108.4578953,139.0037654,Shikaripura,44.40776434,144.6622798,177.0880501,soraba,41.65,146.56,152.53,hosanagara,24.25,178.33,204.22,bhadravathi,28.69,132.14,201.738906
27-10-2021,Shivmogga,Thirthahalli,31.8238939,209.3067838,213.3737965,Monsoon,Sagara,38.98685961,304.7269451,396.5254703,Shikaripura,28.09915931,400.8301315,427.2032576,soraba,21.79,139.36,150.56,hosanagara,20.21,145.22,193.4,bhadravathi,31.14,156.42,177.6010089
28-10-2021,Shivmogga,Thirthahalli,34.58913057,186.3293243,191.3011326,Monsoon,Sagara,40.68068857,379.8398533,452.3993021,Shikaripura,42.83631582,265.1351734,268.5324393,soraba,43.82,196.45,212.03,hosanagara,28.88,116.33,151.09,bhadravathi,21.65,149.7,186.2934058
29-10-2021,Shivmogga,Thirthahalli,31.85026926,199.0345002,200.7806352,Monsoon,Sagara,40.86399862,117.7595019,136.3290369,Shikaripura,44.48837336,281.1319609,284.625047,soraba,35.51,128.9,152.71,hosanagara,29.46,182.75,189.84,bhadravathi,43.14,101.51,209.3180828
30-10-2021,Shivmogga,Thirthahalli,32.94655328,191.4877022,193.7632986,Monsoon,Sagara,21.91200919,453.5253815,543.9272978,Shikaripura,39.94216486,360.2663324,368.5431445,soraba,25.11,119.95,162.59,hosanagara,43.91,154.76,162.33,bhadravathi,39.38,198.78,137.258874
31-10-2021,Shivmogga,Thirthahalli,30.27000592,211.0354566,210.7259397,Monsoon,Sagara,39.10056462,212.3721526,244.6921937,Shikaripura,22.61939622,117.0621975,134.9074584,soraba,32.21,169.37,186.33,hosanagara,31.13,154.74,159.2,bhadravathi,33.73,107.4,185.5249449
01-11-2021,Shivmogga,Thirthahalli,32.16698587,205.8959545,209.88218,Monsoon,Sagara,28.84119904,142.8992377,156.3802618,Shikaripura,21.47843527,422.6079561,503.7246064,soraba,30.41,179.99,223.04,hosanagara,25.03,149.39,188.58,bhadravathi,43.16,145.32,123.4489235
02-11-2021,Shivmogga,Thirthahalli,35.87741196,211.4522065,211.2568122,Monsoon,Sagara,43.48779665,343.6669797,374.1685144,Shikaripura,34.82153043,349.8277173,385.9677974,soraba,20.05,100.45,136.03,hosanagara,23.85,197.61,205.86,bhadravathi,23.26,199.68,108.1993942
03-11-2021,Shivmogga,Thirthahalli,33.30789102,201.6882041,206.4315408,Monsoon,Sagara,36.13922913,367.5758999,419.0698682,Shikaripura,36.41617272,457.1979517,461.6486816,soraba,31.86,142.51,163.19,hosanagara,31.86,165.55,182.94,bhadravathi,39.9,104.87,171.3507976
04-11-2021,Shivmogga,Thirthahalli,32.37200158,198.3985212,202.4252733,Monsoon,Sagara,39.49456654,465.1670683,562.0717265,Shikaripura,44.93315873,363.1090289,374.5834912,soraba,33.23,129.58,173.91,hosanagara,26.56,151.35,192.01,bhadravathi,36,182.84,115.4986052
05-11-2021,Shivmogga,Thirthahalli,34.11881896,201.2394344,204.422903,Monsoon,Sagara,31.74700857,256.4985737,257.5283666,Shikaripura,33.56021801,200.2016375,206.4003364,soraba,41.7,172.79,220.76,hosanagara,23.73,190.57,227.9,bhadravathi,30.86,129.06,150.7681902
06-11-2021,Shivmogga,Thirthahalli,29.38703109,216.4140125,218.6154845,Monsoon,Sagara,27.35214355,303.8876234,393.0209405,Shikaripura,44.05012877,108.8583043,162.5183325,soraba,33.05,158.53,175.31,hosanagara,22.34,127.52,150,bhadravathi,42.61,147.55,107.5216532
07-11-2021,Shivmogga,Thirthahalli,31.70608324,215.8062239,219.4621887,Monsoon,Sagara,44.3227469,157.8895891,210.8308044,Shikaripura,25.81471929,218.2649256,302.5833655,soraba,23.48,197.5,217.74,hosanagara,39.17,111.58,152.34,bhadravathi,33.66,116.99,100.8914902
08-11-2021,Shivmogga,Thirthahalli,31.4098165,200.1317212,199.9532693,Monsoon,Sagara,38.26522862,218.1681412,262.2524801,Shikaripura,28.84076954,461.0644811,542.3019558,soraba,32.82,114.07,154.87,hosanagara,31.89,131.72,150.82,bhadravathi,37.46,152.72,120.7983502
09-11-2021,Shivmogga,Thirthahalli,34.71315531,192.0171722,190.4623417,Monsoon,Sagara,33.69184733,363.4377581,429.7895496,Shikaripura,27.19880241,155.5450482,200.1600975,soraba,26.82,154.71,195.97,hosanagara,38.92,173.79,182.61,bhadravathi,36.11,118.79,134.0777863
10-11-2021,Shivmogga,Thirthahalli,33.50731115,214.0067477,215.0170547,Monsoon,Sagara,42.30291724,386.1282436,443.7990893,Shikaripura,27.01432673,296.069789,319.5471305,soraba,43.6,198.36,241.95,hosanagara,27.02,111.44,129.61,bhadravathi,42.33,166.89,171.4800083
11-11-2021,Shivmogga,Thirthahalli,31.65002303,215.6572065,217.7117848,Monsoon,Sagara,26.48577582,357.0054484,410.4888153,Shikaripura,38.20198044,435.0760287,473.9780385,soraba,29.27,195.79,236.68,hosanagara,41.46,109.2,119.99,bhadravathi,35.68,102.27,112.5091152
12-11-2021,Shivmogga,Thirthahalli,34.1836419,206.3528945,207.6698421,Monsoon,Sagara,40.16474296,154.0170285,199.5777805,Shikaripura,41.77191735,426.3892192,517.7484877,soraba,44.55,134.52,145.2,hosanagara,23.14,198.8,215.73,bhadravathi,43.71,121.83,198.8901486
13-11-2021,Shivmogga,Thirthahalli,32.59869468,207.8137986,211.0424994,Monsoon,Sagara,27.84880868,359.2036628,383.4822155,Shikaripura,23.44511401,389.5914567,403.5498905,soraba,24.24,104.25,151.15,hosanagara,21.02,183.06,225.66,bhadravathi,32.44,152.38,178.5928168
14-11-2021,Shivmogga,Thirthahalli,30.7513066,218.586555,220.2172233,Monsoon,Sagara,28.04115498,297.3444205,343.8634089,Shikaripura,38.57229591,105.5472629,144.0282959,soraba,30.96,166.24,215.5,hosanagara,28.12,159.19,185.76,bhadravathi,27.6,173.78,116.0573694
15-11-2021,Shivmogga,Thirthahalli,32.16559265,214.0458211,215.2897156,Monsoon,Sagara,27.76185963,357.143775,406.0527416,Shikaripura,42.57086459,260.5954232,315.3264697,soraba,20.57,181.31,204.09,hosanagara,29.75,155.64,163.58,bhadravathi,26.31,171.92,180.2979527
16-11-2021,Shivmogga,Thirthahalli,33.54198558,216.1152702,218.9790219,Monsoon,Sagara,27.88321065,172.8384528,182.2085856,Shikaripura,37.55200055,376.7269997,445.3200852,soraba,25.33,100.24,137.97,hosanagara,38.39,167.43,182.87,bhadravathi,24.41,178.6,149.9403325
17-11-2021,Shivmogga,Thirthahalli,32.13281668,197.3499223,199.4758872,Monsoon,Sagara,31.30903489,256.729605,334.4897004,Shikaripura,24.13657498,206.3109785,223.4191527,soraba,37.06,198.11,208.84,hosanagara,38.32,114.63,127.97,bhadravathi,28.03,121.52,143.6609013
18-11-2021,Shivmogga,Thirthahalli,33.45392078,202.8511308,202.7168199,Monsoon,Sagara,41.02419501,138.3325161,141.6654929,Shikaripura,44.39711716,449.3524172,517.9560082,soraba,36.7,156.85,160.09,hosanagara,39.44,130.36,141.92,bhadravathi,33.44,185.61,187.6504611
19-11-2021,Shivmogga,Thirthahalli,33.73348363,213.6315346,215.7848559,Monsoon,Sagara,35.12975808,475.4378419,504.9018088,Shikaripura,22.13348946,124.7311904,173.0894262,soraba,37.42,145.35,147.62,hosanagara,32.93,115.69,122.15,bhadravathi,24.49,178.5,187.6484933
20-11-2021,Shivmogga,Thirthahalli,31.75267021,203.391812,206.2006858,Monsoon,Sagara,29.1224181,130.058567,137.618509,Shikaripura,22.65449881,223.9256262,270.4736549,soraba,42.57,158.61,189.63,hosanagara,28.38,170.65,199.79,bhadravathi,39.68,146.82,151.623145
21-11-2021,Shivmogga,Thirthahalli,30.81364965,223.3863338,228.2750518,Monsoon,Sagara,32.73495101,165.9427312,214.6135164,Shikaripura,34.52391856,306.8422755,319.8223225,soraba,38.59,185.79,205.91,hosanagara,24.6,153.3,164.32,bhadravathi,32.2,195.83,171.5580714
22-11-2021,Shivmogga,Thirthahalli,32.87516757,202.3763444,204.686396,Monsoon,Sagara,40.07486926,466.3697088,557.5457548,Shikaripura,32.49063394,443.5135896,471.2906442,soraba,41.71,106.42,143.54,hosanagara,25.08,197.48,236.02,bhadravathi,39.32,195.15,175.2187969
23-11-2021,Shivmogga,Thirthahalli,32.69367412,204.5528807,204.778162,Monsoon,Sagara,32.3175071,106.4438403,131.7577025,Shikaripura,24.41702104,144.6477118,204.8965701,soraba,30.77,133.4,170.65,hosanagara,40.02,178.17,216.24,bhadravathi,41.05,113.15,137.0112098
24-11-2021,Shivmogga,Thirthahalli,34.79987781,200.2679087,203.0853185,Monsoon,Sagara,26.22390805,172.3190441,188.6521426,Shikaripura,28.65550542,231.0215284,262.1099051,soraba,30.89,192.41,193.58,hosanagara,41.79,134.81,171.18,bhadravathi,23.95,153.39,127.8963495
25-11-2021,Shivmogga,Thirthahalli,32.67550422,215.4598459,217.1245913,Monsoon,Sagara,33.69310594,168.5325342,263.5124794,Shikaripura,38.521243,445.0392948,544.4690756,soraba,33.04,146.36,176.01,hosanagara,40.94,161.6,211.55,bhadravathi,29.61,136.89,224.4778771
26-11-2021,Shivmogga,Thirthahalli,33.92594157,201.7802262,204.3019197,Monsoon,Sagara,42.79861534,209.3525268,275.421079,Shikaripura,29.10250355,194.71712,284.4900619,soraba,25.88,146.57,155.09,hosanagara,43.22,170.71,210.96,bhadravathi,36.27,158.33,175.5332349
